element,id,operator,railway,railway:signal:combined,railway:signal:direction,railway:signal:position,ref,description,note,geometry
node,11495429549,,signal,,forward,right,,Unknown,Unknown,POINT (13.3979521 52.5553014)
node,11495429550,,signal,,forward,right,,Unknown,Unknown,POINT (13.3980273 52.5549863)
node,11495429551,,signal,,forward,right,,Unknown,Unknown,POINT (13.3979897 52.5551425)
node,11495429553,,signal,,backward,right,,Unknown,Unknown,POINT (13.3975217 52.5551311)
node,11495429554,DB InfraGO AG,signal,,forward,right,,Unknown,Unknown,POINT (13.3974879 52.5552764)
node,11495429555,DB InfraGO AG,signal,,forward,right,,Unknown,Unknown,POINT (13.3976425 52.5554485)
node,11495429556,DB InfraGO AG,signal,DE-ESO:ks,forward,right,4416,Unknown,Unknown,POINT (13.3976227 52.5555378)
node,11495429557,DB InfraGO AG,signal,DE-ESO:ks,forward,right,4418,Unknown,Unknown,POINT (13.3975035 52.5563043)
node,11497721082,,signal,,backward,left,,Unknown,Unknown,POINT (13.5254373 52.5540354)
node,11497721083,,signal,,backward,left,,Unknown,Unknown,POINT (13.5250538 52.5531674)
node,11497721084,,signal,,backward,overhead,,Unknown,Unknown,POINT (13.5251167 52.5526777)
node,11497721085,,signal,,backward,left,,Unknown,Unknown,POINT (13.5251262 52.5526265)
node,11497721086,,signal,,forward,right,,Unknown,Unknown,POINT (13.5251224 52.5526468)
node,11497721087,,signal,,backward,left,,Unknown,Unknown,POINT (13.5249452 52.5521779)
node,11497721088,,signal,,backward,left,,Unknown,Unknown,POINT (13.5251053 52.5521913)
node,11497721089,,signal,,forward,right,,Unknown,Unknown,POINT (13.5252316 52.5520451)
node,11497721090,,signal,,backward,left,,Unknown,Unknown,POINT (13.5253221 52.5515077)
node,11497721091,,signal,,forward,right,,Unknown,Unknown,POINT (13.5250706 52.5511194)
node,11497721092,,signal,,forward,right,,Unknown,Unknown,POINT (13.5250727 52.5510807)
node,11497721093,,signal,,forward,right,,Unknown,Unknown,POINT (13.5252928 52.5505347)
node,11497721094,,signal,,forward,right,,Unknown,Unknown,POINT (13.5250006 52.5504364)
node,11497721095,,signal,,forward,right,,Unknown,Unknown,POINT (13.5252159 52.5504598)
node,11497721096,,signal,,forward,right,,Unknown,Unknown,POINT (13.5255307 52.550197)
node,11497721097,,signal,,backward,overhead,,Unknown,Unknown,POINT (13.5259438 52.5501195)
node,11497721098,,signal,,forward,right,479,Unknown,Unknown,POINT (13.5259363 52.5494298)
node,11497721099,,signal,,backward,left,481,Unknown,Unknown,POINT (13.5260094 52.5494396)
node,11497721100,,signal,,backward,left,483,Unknown,Unknown,POINT (13.5261408 52.549288)
node,11497721101,,signal,,backward,left,485,Unknown,Unknown,POINT (13.5262102 52.5492973)
node,11508832673,DB InfraGO AG,signal,DE-ESO:ks,forward,right,71 2568,Unknown,Unknown,POINT (13.3129789 52.4499498)
node,11512592450,DB InfraGO AG,signal,,forward,right,,Unknown,Unknown,POINT (13.3465618 52.5782548)
node,11513988367,DB InfraGO AG,signal,,backward,left,,Unknown,Unknown,POINT (13.4576116 52.6046252)
node,11517822822,DB InfraGO AG,signal,,backward,left,,Unknown,Unknown,POINT (13.5539753 52.5582835)
node,11517822823,DB InfraGO AG,signal,DE-ESO:ks,forward,left,1035,Unknown,Unknown,POINT (13.5541686 52.5582374)
node,11517822827,DB InfraGO AG,signal,DE-ESO:ks,forward,right,1200,Unknown,Unknown,POINT (13.5315391 52.5142463)
node,11520126308,DB InfraGO AG,signal,,forward,right,,Unknown,"Allein stehendes Zs 3 ""8""",POINT (13.6047815 52.5118005)
node,11520126319,DB InfraGO AG,signal,DE-ESO:ks,forward,right,1218,Unknown,Unknown,POINT (13.5890295 52.5121767)
node,11520126320,DB InfraGO AG,signal,DE-ESO:ks,forward,left,1225,Unknown,Unknown,POINT (13.591518 52.5120406)
node,11520258757,,signal,,backward,left,,Unknown,Unknown,POINT (13.3433254 52.5782904)
node,11520258758,DB InfraGO AG,signal,DE-ESO:ks,forward,right,,Unknown,Unknown,POINT (13.3440368 52.5783193)
node,11520258759,DB InfraGO AG,signal,,forward,right,,Unknown,Unknown,POINT (13.3455938 52.57829)
node,11520258760,,signal,,backward,left,,Unknown,Unknown,POINT (13.3464638 52.5782183)
node,11520258761,,signal,,forward,right,,Unknown,Unknown,POINT (13.3465047 52.578217)
node,11520258762,DB InfraGO AG,signal,,backward,left,,Unknown,Unknown,POINT (13.3469055 52.578243)
node,11520258764,,signal,,backward,left,,Unknown,Unknown,POINT (13.3487611 52.5780724)
node,11520258765,,signal,,backward,left,,Unknown,Unknown,POINT (13.3519397 52.5776742)
node,11520258766,,signal,,backward,left,,Unknown,Unknown,POINT (13.3513618 52.5777405)
node,11520258767,,signal,,backward,right,,Unknown,Unknown,POINT (13.3526503 52.577603)
node,11520258768,,signal,,backward,left,,Unknown,Unknown,POINT (13.3524912 52.577615)
node,11520281469,,signal,DE-ESO:ks,forward,right,,Unknown,Unknown,POINT (13.3542453 52.5774986)
node,11520281470,DB InfraGO AG,signal,,forward,right,,Unknown,"Schild ""ZBS"", rechts von Wegrichtung, in Wegrichtung",POINT (13.3641305 52.5764587)
node,11520281471,,signal,,forward,right,,Unknown,Unknown,POINT (13.3639919 52.5764669)
node,11520281472,,signal,,forward,right,,Unknown,Unknown,POINT (13.3637571 52.5765259)
node,11520281473,DB InfraGO AG,signal,,backward,left,,Unknown,"Schild ""ZBS"" durchgestrichen, links von Wegrichtung, entgegen Wegrichtung",POINT (13.3685483 52.5762957)
node,11521726188,,signal,,backward,right,,Unknown,Unknown,POINT (13.3184343 52.5777243)
node,11521726189,,signal,,backward,right,,Unknown,Unknown,POINT (13.3179846 52.5777106)
node,11521726190,,signal,,backward,right,,Unknown,Unknown,POINT (13.3174294 52.5776944)
node,11521726191,,signal,,backward,left,,Unknown,Unknown,POINT (13.3209478 52.5778021)
node,11521726192,,signal,,backward,right,,Unknown,Unknown,POINT (13.3295469 52.5780554)
node,11521726193,,signal,,backward,right,,Unknown,Unknown,POINT (13.329858 52.5780642)
node,11521726194,,signal,,backward,right,,Unknown,Unknown,POINT (13.3304011 52.5780807)
node,11521726195,DB InfraGO AG,signal,DE-ESO:ks,backward,left,,Unknown,Unknown,POINT (13.3313648 52.5781108)
node,11521726196,,signal,,forward,right,,Unknown,Unknown,POINT (13.3326353 52.5781493)
node,11521726197,,signal,,forward,right,,Unknown,Unknown,POINT (13.3345357 52.5782497)
node,11521726198,,signal,,backward,left,,Unknown,Unknown,POINT (13.3346457 52.5782051)
node,11521726200,DB InfraGO AG,signal,,forward,right,,Unknown,Unknown,POINT (13.3355802 52.5782825)
node,11521726201,,signal,,backward,left,,Unknown,Unknown,POINT (13.3349797 52.5782641)
node,11521726202,,signal,,forward,right,,Unknown,Unknown,POINT (13.3375961 52.5783404)
node,11521726203,,signal,,backward,left,4207,Unknown,Unknown,POINT (13.3370684 52.5783244)
node,11521726204,,signal,,forward,right,4205,Unknown,Unknown,POINT (13.3378758 52.5783003)
node,11521816492,,signal,,forward,right,,Unknown,Unknown,POINT (13.2879611 52.5907652)
node,11521816493,,signal,,backward,left,42L 332X,Unknown,Unknown,POINT (13.2878923 52.5907549)
node,11521816494,,signal,,forward,right,,Unknown,Unknown,POINT (13.2880616 52.5905279)
node,11521816495,,signal,,forward,left,,Unknown,Unknown,POINT (13.2882453 52.5902817)
node,11521816496,,signal,,backward,left,,Unknown,Unknown,POINT (13.2883148 52.5902946)
node,11521816497,,signal,,backward,left,,Unknown,Unknown,POINT (13.2883997 52.5900589)
node,11521816498,,signal,,forward,left,,Unknown,Unknown,POINT (13.2884837 52.5900691)
node,11521816499,,signal,,backward,left,,Unknown,Unknown,POINT (13.2884887 52.5900622)
node,11521816500,,signal,,forward,right,,Unknown,Unknown,POINT (13.2884057 52.5900501)
node,11521816501,,signal,,forward,right,,Unknown,Unknown,POINT (13.2881536 52.5904046)
node,11521816502,,signal,,backward,left,,Unknown,Unknown,POINT (13.2882197 52.590421)
node,11521816503,,signal,,backward,left,,Unknown,Unknown,POINT (13.2884888 52.5899189)
node,11521816504,,signal,,forward,right,,Unknown,Unknown,POINT (13.288581 52.5899404)
node,11521816505,,signal,,forward,right,,Unknown,Unknown,POINT (13.2892136 52.5887555)
node,11521816506,,signal,,backward,left,,Unknown,Unknown,POINT (13.2894319 52.5888019)
node,11521816507,,signal,,backward,left,4222,Unknown,Unknown,POINT (13.2905217 52.5871802)
node,11521816508,,signal,,forward,right,4224,Unknown,Unknown,POINT (13.2903625 52.5870344)
node,11521816509,,signal,,backward,left,,Unknown,Unknown,POINT (13.2908836 52.5864013)
node,11521816510,,signal,,forward,right,,Unknown,Unknown,POINT (13.2910754 52.5864388)
node,11521816511,,signal,,backward,right,,Unknown,Unknown,POINT (13.2920219 52.5851435)
node,11521816512,,signal,,forward,right,,Unknown,Unknown,POINT (13.2917407 52.5854153)
node,11521816513,DB InfraGO AG,signal,,backward,left,,Unknown,Unknown,POINT (13.2920725 52.5849163)
node,11521816514,DB InfraGO AG,signal,,backward,left,,Unknown,Unknown,POINT (13.2920042 52.5849053)
node,11521816515,,signal,,forward,right,,Unknown,Unknown,POINT (13.2920421 52.5851105)
node,11521816517,,signal,,backward,left,,Unknown,Unknown,POINT (13.2930832 52.5835476)
node,11521816518,,signal,,backward,left,,Unknown,Unknown,POINT (13.2925406 52.5843548)
node,11521816519,,signal,DE-ESO:ks,forward,right,4221,Unknown,Unknown,POINT (13.2952325 52.5818441)
node,11521816521,,signal,,forward,right,,Unknown,Unknown,POINT (13.3040043 52.5787674)
node,11522824193,,signal,,forward,right,,Unknown,Unknown,POINT (13.2259361 52.6271775)
node,11522824194,,signal,,forward,right,,Unknown,Unknown,POINT (13.2289728 52.6247391)
node,11522824195,,signal,,forward,right,,Unknown,Unknown,POINT (13.2275499 52.6259372)
node,11522824196,,signal,,backward,right,,Unknown,Unknown,POINT (13.2275624 52.6259275)
node,11522824197,,signal,,backward,right,,Unknown,Unknown,POINT (13.228708 52.6249355)
node,11522824198,,signal,,forward,right,4235,Unknown,Unknown,POINT (13.2288574 52.625008)
node,11522824199,,signal,,backward,right,,Unknown,Unknown,POINT (13.2287768 52.6248833)
node,11522824200,,signal,,forward,right,,Unknown,Unknown,POINT (13.2289299 52.6249554)
node,11522824201,,signal,,forward,right,,Unknown,Unknown,POINT (13.2295195 52.6245336)
node,11522824202,,signal,,forward,right,,Unknown,Unknown,POINT (13.2294954 52.6243635)
node,11522824203,,signal,,backward,right,,Unknown,Unknown,POINT (13.2296543 52.6244406)
node,11522824204,,signal,,forward,right,,Unknown,Unknown,POINT (13.2298985 52.6240733)
node,11522824205,,signal,,backward,right,,Unknown,Unknown,POINT (13.2300573 52.6241507)
node,11522824206,,signal,DE-ESO:ks,forward,left,,Unknown,Unknown,POINT (13.2303289 52.6237636)
node,11522824207,,signal,DE-ESO:ks,backward,left,4236,Unknown,Unknown,POINT (13.2304772 52.6238494)
node,11522824208,DB InfraGO AG,signal,,forward,right,,Unknown,Unknown,POINT (13.2303681 52.6237364)
node,11522824209,,signal,,forward,right,,Unknown,Unknown,POINT (13.2301759 52.6238706)
node,11522824210,,signal,,backward,right,,Unknown,Unknown,POINT (13.2303439 52.6239445)
node,11522824211,,signal,,backward,left,,Unknown,Unknown,POINT (13.2310961 52.6234038)
node,11522824212,,signal,,forward,right,,Unknown,Unknown,POINT (13.231073 52.6234228)
node,11522824213,,signal,,backward,left,,Unknown,Unknown,POINT (13.2324085 52.6224697)
node,11522824214,,signal,,backward,left,,Unknown,Unknown,POINT (13.2352401 52.6204111)
node,11522824215,,signal,,forward,right,,Unknown,Unknown,POINT (13.2352783 52.6204592)
node,11522824216,,signal,,forward,right,,Unknown,Unknown,POINT (13.2410622 52.6163733)
node,11522824217,,signal,,backward,right,,Unknown,Unknown,POINT (13.2413907 52.616194)
node,11522824218,,signal,,backward,right,,Unknown,Unknown,POINT (13.2412023 52.6162762)
node,11522824219,,signal,,forward,right,,Unknown,Unknown,POINT (13.2430246 52.6150542)
node,11522824220,,signal,,forward,right,,Unknown,Unknown,POINT (13.2430358 52.6150501)
node,11522824221,,signal,,forward,right,,Unknown,Unknown,POINT (13.244602 52.6139686)
node,11522824222,,signal,,backward,left,4231,Unknown,Unknown,POINT (13.2453236 52.6134753)
node,11522824223,,signal,,forward,left,,Unknown,Unknown,POINT (13.2454486 52.6133891)
node,11522824224,,signal,,backward,left,,Unknown,Unknown,POINT (13.246193 52.6128855)
node,11522824225,,signal,,backward,left,,Unknown,Unknown,POINT (13.2467465 52.612513)
node,11522824226,,signal,,forward,right,,Unknown,Unknown,POINT (13.2520239 52.6089247)
node,11522824227,,signal,,backward,left,,Unknown,Unknown,POINT (13.2819002 52.5987718)
node,11522824228,DB InfraGO AG,signal,,forward,right,,Unknown,Unknown,POINT (13.2869454 52.5921137)
node,11522824229,,signal,,forward,left,,Unknown,Unknown,POINT (13.2871337 52.5918616)
node,11522824230,,signal,,forward,right,,Unknown,Unknown,POINT (13.2871154 52.591878)
node,11522824231,DB InfraGO AG,signal,DE-ESO:ks,backward,left,,Unknown,Unknown,POINT (13.2860646 52.5933439)
node,11522824232,,signal,,backward,right,,Unknown,Unknown,POINT (13.2873209 52.5915855)
node,11522824233,,signal,,forward,right,,Unknown,Unknown,POINT (13.2873352 52.5915901)
node,11525044516,,signal,,forward,right,,Unknown,Unknown,POINT (13.5284946 52.5419432)
node,11525044517,,signal,,backward,left,,Unknown,Unknown,POINT (13.5282364 52.5425427)
node,11525044518,,signal,,forward,right,,Unknown,Unknown,POINT (13.5283034 52.542552)
node,11525044519,,signal,,backward,left,,Unknown,Unknown,POINT (13.5275961 52.5433202)
node,11525044520,,signal,,forward,right,,Unknown,Unknown,POINT (13.527646 52.5433733)
node,11525044521,,signal,,forward,right,,Unknown,Unknown,POINT (13.5277298 52.5433631)
node,11525044522,,signal,,backward,left,,Unknown,Unknown,POINT (13.5277845 52.5434127)
node,11525044523,,signal,,backward,left,,Unknown,Unknown,POINT (13.5284008 52.5437299)
node,11525044524,,signal,,forward,right,,Unknown,Unknown,POINT (13.5283267 52.5437218)
node,11525044525,,signal,,forward,right,,Unknown,Unknown,POINT (13.5281595 52.5439619)
node,11525044526,,signal,,forward,right,,Unknown,Unknown,POINT (13.5280922 52.5439561)
node,11525044527,,signal,,forward,right,,Unknown,Unknown,POINT (13.5281296 52.5436419)
node,11525044528,,signal,,backward,left,,Unknown,Unknown,POINT (13.5280571 52.5436341)
node,11525044529,,signal,,forward,right,,Unknown,Unknown,POINT (13.5277227 52.5441405)
node,11525044530,,signal,,forward,right,,Unknown,Unknown,POINT (13.5278545 52.5439767)
node,11525044531,,signal,,backward,left,477,Unknown,Unknown,POINT (13.5259613 52.5491235)
node,11525044533,,signal,,forward,right,,Unknown,Unknown,POINT (13.5260302 52.5484305)
node,11525044534,,signal,,forward,right,,Unknown,Unknown,POINT (13.5261081 52.5485474)
node,11525132460,,signal,,forward,right,,Unknown,Unknown,POINT (13.529202 52.5402382)
node,11525132462,,signal,,backward,left,,Unknown,Unknown,POINT (13.5290488 52.5413418)
node,11525132463,,signal,,backward,left,,Unknown,Unknown,POINT (13.5292979 52.5404467)
node,11525132464,,signal,,forward,right,,Unknown,Unknown,POINT (13.5294614 52.5395371)
node,11525132465,,signal,,forward,right,,Unknown,Unknown,POINT (13.5295375 52.539545)
node,11525299764,DB InfraGO AG,signal,,forward,right,,Unknown,Unknown,POINT (13.40928 52.5657649)
node,11535239917,,signal,DE-ESO:ks,forward,right,2204,Unknown,Unknown,POINT (13.3568243 52.4542273)
node,11535239925,,signal,,forward,right,,Unknown,Unknown,POINT (13.3567574 52.4546298)
node,11535316670,,signal,,,,,Unknown,Unknown,POINT (13.3617462 52.4643413)
node,11535316679,,signal,,forward,right,,Unknown,Unknown,POINT (13.359759 52.4582207)
node,11535316693,,signal,,forward,right,,Unknown,Unknown,POINT (13.3592533 52.451831)
node,11535316702,,signal,,forward,right,,Unknown,Unknown,POINT (13.3595048 52.4501633)
node,11535329712,,signal,DE-ESO:ks,forward,right,293,Unknown,Unknown,POINT (13.3623706 52.4710937)
node,11547027515,DB InfraGO AG,signal,,forward,right,,Unknown,Unknown,POINT (13.4694685 52.4697879)
node,11547027516,DB InfraGO AG,signal,,forward,right,,Unknown,Unknown,POINT (13.4689516 52.4697032)
node,11547027517,DB InfraGO AG,signal,,backward,right,,Unknown,Unknown,POINT (13.4694141 52.4698875)
node,11547027520,DB InfraGO AG,signal,DE-ESO:ks,forward,right,715,Unknown,Unknown,POINT (13.4461391 52.4699588)
node,11547027522,DB InfraGO AG,signal,,forward,right,,Unknown,Unknown,POINT (13.442076 52.4692112)
node,11547027536,DB InfraGO AG,signal,DE-ESO:ks,forward,right,688,Unknown,Unknown,POINT (13.4533698 52.4709453)
node,11547027538,DB InfraGO AG,signal,DE-ESO:ks,forward,right,687,Unknown,Unknown,POINT (13.4578781 52.4701216)
node,11547027542,DB InfraGO AG,signal,,forward,right,,Unknown,Unknown,POINT (13.4628464 52.4690037)
node,11547027543,DB InfraGO AG,signal,DE-ESO:ks,forward,right,685,Unknown,Unknown,POINT (13.4669305 52.469553)
node,11547027544,DB InfraGO AG,signal,,forward,right,,Unknown,Unknown,POINT (13.4672629 52.4695976)
node,11547027547,DB InfraGO AG,signal,,backward,left,,Unknown,Unknown,POINT (13.4703886 52.4698968)
node,11552979485,DB InfraGO AG,signal,,forward,right,,Unknown,Unknown,POINT (13.4561166 52.4734448)
node,11552979488,DB InfraGO AG,signal,,backward,bridge,,Unknown,Unknown,POINT (13.4578509 52.4815341)
node,11552979489,DB InfraGO AG,signal,,backward,right,,Unknown,Unknown,POINT (13.4564595 52.4746509)
node,11552979490,DB InfraGO AG,signal,,forward,right,,Unknown,Unknown,POINT (13.4565256 52.4746816)
node,11552979491,DB InfraGO AG,signal,DE-ESO:ks,forward,right,703,Unknown,Unknown,POINT (13.456416 52.4744851)
node,11552979492,DB InfraGO AG,signal,DE-ESO:ks,forward,right,697,Unknown,Unknown,POINT (13.4578986 52.4817699)
node,11552979493,DB InfraGO AG,signal,DE-ESO:ks,forward,right,696,Unknown,Unknown,POINT (13.4586612 52.485271)
node,11552979495,DB InfraGO AG,signal,DE-ESO:ks,backward,left,6094,Unknown,Unknown,POINT (13.4588777 52.4868909)
node,11555873697,DB InfraGO AG,signal,,forward,right,,Unknown,Unknown,POINT (13.4303783 52.467572)
node,11555873698,DB InfraGO AG,signal,,forward,right,,Unknown,Unknown,POINT (13.4300535 52.4675234)
node,11555873699,DB InfraGO AG,signal,DE-ESO:ks,forward,left,739,Unknown,Unknown,POINT (13.4299488 52.467508)
node,11555873705,DB InfraGO AG,signal,DE-ESO:ks,backward,left,736,Unknown,Unknown,POINT (13.4227693 52.4665428)
node,11555873706,DB InfraGO AG,signal,DE-ESO:ks,forward,right,742,Unknown,Unknown,POINT (13.4212807 52.4662185)
node,11555873707,DB InfraGO AG,signal,,forward,right,Vp,Unknown,Unknown,POINT (13.4188923 52.4658363)
node,11555873710,DB InfraGO AG,signal,DE-ESO:ks,forward,right,744,Unknown,Unknown,POINT (13.4139405 52.4654539)
node,11555873712,DB InfraGO AG,signal,,backward,bridge,,Unknown,Unknown,POINT (13.4082733 52.4650067)
node,11558202058,DB InfraGO AG,signal,,forward,right,,Unknown,Unknown,POINT (13.3885668 52.4699587)
node,11558202063,DB InfraGO AG,signal,,backward,right,,Unknown,Unknown,POINT (13.3852936 52.4707085)
node,11558202064,DB InfraGO AG,signal,,forward,right,,Unknown,Unknown,POINT (13.3852881 52.4707097)
node,11558214674,DB InfraGO AG,signal,,forward,right,,Unknown,Unknown,POINT (13.3723948 52.4713877)
node,11558214677,DB InfraGO AG,signal,,forward,right,,Unknown,Unknown,POINT (13.3685029 52.472294)
node,11558214709,DB InfraGO AG,signal,DE-ESO:ks,forward,right,781,Unknown,Unknown,POINT (13.3683969 52.4726612)
node,11562454229,DB InfraGO AG,signal,DE-ESO:ks,forward,right,743,Unknown,Unknown,POINT (13.4267871 52.4670928)
node,11562454234,DB InfraGO AG,signal,,backward,left,,Unknown,Unknown,POINT (13.427117 52.4670878)
node,11562454236,DB InfraGO AG,signal,,backward,left,,Unknown,Unknown,POINT (13.427131 52.4670482)
node,11562454243,DB InfraGO AG,signal,,backward,left,,Unknown,Unknown,POINT (13.4227336 52.4665358)
node,11562454259,DB InfraGO AG,signal,,backward,left,,Unknown,Unknown,POINT (13.3669591 52.4735716)
node,11562454262,DB InfraGO AG,signal,DE-ESO:ks,forward,right,65 ZU6,Unknown,Unknown,POINT (13.383082 52.4710766)
node,11562454265,DB InfraGO AG,signal,,backward,right,,Unknown,Unknown,POINT (13.3908172 52.469404)
node,11562454267,DB InfraGO AG,signal,,forward,right,,Unknown,Unknown,POINT (13.3876283 52.4701744)
node,11562454268,DB InfraGO AG,signal,,forward,right,,Unknown,Unknown,POINT (13.3649069 52.476034)
node,11562536769,DB InfraGO AG,signal,,forward,right,,Unknown,Unknown,POINT (13.3640861 52.4773966)
node,11562536770,DB InfraGO AG,signal,,forward,right,,Unknown,Unknown,POINT (13.3803311 52.4715384)
node,11562536774,DB InfraGO AG,signal,,forward,right,,Unknown,Unknown,POINT (13.3809726 52.4715513)
node,11562536779,DB InfraGO AG,signal,DE-ESO:ks,forward,right,788,Unknown,Unknown,POINT (13.3600215 52.4792689)
node,11562536780,DB InfraGO AG,signal,,forward,right,,Unknown,Unknown,POINT (13.3650928 52.4766774)
node,11562536782,DB InfraGO AG,signal,DE-ESO:ks,backward,left,797,Unknown,Unknown,POINT (13.3605 52.4791023)
node,11562536784,DB InfraGO AG,signal,,backward,left,,Unknown,Unknown,POINT (13.363889 52.4775838)
node,11562536787,DB InfraGO AG,signal,,forward,right,,Unknown,Unknown,POINT (13.3656724 52.4758161)
node,11562536790,DB InfraGO AG,signal,,forward,right,,Unknown,Unknown,POINT (13.3848638 52.4709547)
node,11562536791,DB InfraGO AG,signal,,backward,right,,Unknown,Unknown,POINT (13.3851619 52.470738)
node,11562536793,DB InfraGO AG,signal,,backward,left,,Unknown,Unknown,POINT (13.3873212 52.4702439)
node,11562536794,DB InfraGO AG,signal,,forward,right,,Unknown,Unknown,POINT (13.3888186 52.4699464)
node,11564730176,DB InfraGO AG,signal,,forward,right,,Unknown,Unknown,POINT (13.4421642 52.4693466)
node,11564730177,DB InfraGO AG,signal,,forward,right,,Unknown,Unknown,POINT (13.4425954 52.4694162)
node,11564730182,DB InfraGO AG,signal,,backward,right,,Unknown,Unknown,POINT (13.4359673 52.4682959)
node,11564730183,DB InfraGO AG,signal,,backward,left,,Unknown,Unknown,POINT (13.4390594 52.468803)
node,11564730184,DB InfraGO AG,signal,,backward,right,,Unknown,Unknown,POINT (13.4402788 52.4689468)
node,11564730185,DB InfraGO AG,signal,,forward,right,,Unknown,Unknown,POINT (13.4419345 52.469309)
node,11564730188,DB InfraGO AG,signal,,forward,right,,Unknown,Unknown,POINT (13.4436541 52.4694489)
node,11564730189,DB InfraGO AG,signal,,forward,right,,Unknown,Unknown,POINT (13.4439576 52.4694946)
node,11564730191,DB InfraGO AG,signal,,forward,right,,Unknown,Unknown,POINT (13.4444619 52.4695707)
node,11564730192,DB InfraGO AG,signal,,forward,right,,Unknown,Unknown,POINT (13.4425717 52.469286)
node,11564730193,DB InfraGO AG,signal,,backward,left,,Unknown,Unknown,POINT (13.4416086 52.4692464)
node,11564730194,DB InfraGO AG,signal,,forward,right,,Unknown,Unknown,POINT (13.4393829 52.4688529)
node,11564730195,DB InfraGO AG,signal,,forward,right,,Unknown,Unknown,POINT (13.4382216 52.4686369)
node,11564730202,DB InfraGO AG,signal,DE-ESO:ks,forward,right,725,Unknown,Unknown,POINT (13.438495 52.4687187)
node,11564730207,DB InfraGO AG,signal,DE-ESO:ks,forward,right,724,Unknown,Unknown,POINT (13.4392394 52.468789)
node,11564730219,DB InfraGO AG,signal,,forward,right,,Unknown,Unknown,POINT (13.4319578 52.4676887)
node,11564730220,DB InfraGO AG,signal,,forward,right,,Unknown,Unknown,POINT (13.4318043 52.4676648)
node,11564730221,DB InfraGO AG,signal,,forward,right,,Unknown,Unknown,POINT (13.432209 52.4677278)
node,11564730223,DB InfraGO AG,signal,DE-ESO:ks,forward,right,726,Unknown,Unknown,POINT (13.4354984 52.4682253)
node,11564730226,DB InfraGO AG,signal,DE-ESO:ks,forward,right,729,Unknown,Unknown,POINT (13.4352782 52.4682295)
node,11565843314,DB InfraGO AG,signal,,backward,left,,Unknown,Unknown,POINT (13.3359969 52.4779874)
node,11565843317,DB InfraGO AG,signal,,forward,right,,Unknown,Unknown,POINT (13.3424516 52.4780446)
node,11565843319,DB InfraGO AG,signal,,forward,left,,Unknown,Unknown,POINT (13.3485896 52.4785107)
node,11565843320,DB InfraGO AG,signal,,forward,right,,Unknown,Unknown,POINT (13.348721 52.4786092)
node,11565843322,DB InfraGO AG,signal,,backward,left,,Unknown,Unknown,POINT (13.3498438 52.478925)
node,11565843323,DB InfraGO AG,signal,,forward,left,,Unknown,Unknown,POINT (13.3487602 52.4785556)
node,11565843331,DB InfraGO AG,signal,,backward,left,,Unknown,Unknown,POINT (13.3498102 52.4788292)
node,11565843332,DB InfraGO AG,signal,,backward,right,,Unknown,Unknown,POINT (13.3536592 52.4795823)
node,11569818130,,signal,,forward,overhead,,Unknown,Unknown,POINT (13.5267861 52.4374448)
node,11569818131,,signal,,forward,overhead,,Unknown,Unknown,POINT (13.5268216 52.4374658)
node,11569818132,,signal,,forward,overhead,,Unknown,Unknown,POINT (13.5267536 52.4374254)
node,11569818133,,signal,,forward,overhead,,Unknown,Ab hier Verbot für Flexity Wagen,POINT (13.5452043 52.4572547)
node,11572995783,DB InfraGO AG,signal,,backward,right,,Unknown,Unknown,POINT (13.5089602 52.4552077)
node,11572995784,DB InfraGO AG,signal,,backward,right,,Unknown,Unknown,POINT (13.5090873 52.4551252)
node,11572995785,DB InfraGO AG,signal,,backward,right,,Unknown,Unknown,POINT (13.5088329 52.4552905)
node,11572995797,DB InfraGO AG,signal,,backward,left,84,Unknown,Unknown,POINT (13.5078678 52.4556893)
node,11572995798,DB InfraGO AG,signal,,backward,left,87,Unknown,Unknown,POINT (13.5103735 52.454246)
node,11572995799,DB InfraGO AG,signal,,backward,right,1672,Unknown,Unknown,POINT (13.5084882 52.4556893)
node,11572995800,DB InfraGO AG,signal,DE-ESO:hl,forward,right,1674,Unknown,Unknown,POINT (13.5088002 52.4555533)
node,11574860493,,signal,,forward,right,,Unknown,Unknown,POINT (13.5435736 52.457583)
node,11574860494,,signal,,forward,overhead,,Unknown,Unknown,POINT (13.5463903 52.4572152)
node,11574860495,,signal,,forward,overhead,,Unknown,Unknown,POINT (13.5473687 52.4571978)
node,11574860507,,signal,,forward,overhead,,Unknown,Unknown,POINT (13.5668433 52.4552262)
node,11574860508,,signal,,forward,overhead,,Unknown,Unknown,POINT (13.5758208 52.4470543)
node,11574860509,,signal,,backward,overhead,,Unknown,Unknown,POINT (13.5819296 52.4427188)
node,11574860510,,signal,,backward,overhead,,Unknown,Unknown,POINT (13.5819388 52.4427285)
node,11574860511,,signal,,forward,right,,Unknown,Unknown,POINT (13.5868636 52.4406668)
node,11575205957,DB InfraGO AG,signal,,backward,right,,Unknown,Unknown,POINT (13.362401 52.4783285)
node,11576962918,DB InfraGO AG,signal,,forward,right,,Unknown,Unknown,POINT (13.4658132 52.5234817)
node,11576962920,DB InfraGO AG,signal,DE-ESO:ks,forward,right,6037,Unknown,Unknown,POINT (13.4617583 52.5246572)
node,11576962921,DB InfraGO AG,signal,DE-ESO:ks,forward,right,6033,Unknown,Unknown,POINT (13.4575183 52.5267573)
