element,id,operator,railway,railway:signal:combined,railway:signal:direction,railway:signal:position,ref,description,note,geometry
node,251542512,DB InfraGO AG,signal,,backward,bridge,,Unknown,Unknown,POINT (13.2847087 52.4996918)
node,251546959,DB Netz AG,signal,DE-ESO:ks,forward,right,K340,KS-Mehrabschnittssignal in nordöstlicher Richtung,Unknown,POINT (13.2940655 52.5019997)
node,254037760,DB InfraGO AG,signal,,forward,right,,Unknown,Unknown,POINT (13.3087892 52.5054237)
node,254087659,DB InfraGO AG,signal,,backward,left,,Unknown,Unknown,POINT (13.3002747 52.5037726)
node,254087670,DB Netz AG,signal,DE-ESO:ks,backward,bridge,P333,Ks-Mehrabschnittssignal in nordöstlicher Richtung,Unknown,POINT (13.3049059 52.5048378)
node,255560936,DB InfraGO AG,signal,DE-ESO:ks,forward,right,853,Unknown,Unknown,POINT (13.2974613 52.4906541)
node,255560944,DB InfraGO AG,signal,,backward,right,,Unknown,Unknown,POINT (13.3056815 52.4843712)
node,256789740,DB Netz AG,signal,DE-ESO:ks,forward,right,51 ZR21,Unknown,"Zeigt, jeweils bei Ks 2, Zs 3 ""8"" für Einfahrten ins Gleis 1 sowie Zs 3 ""6"" für Einfahrten in die Gleise 2 und 4; kann, bei Ks 1, Zs 3 ""8"" für Einfahrt Gleis 3 zeigen; kann Ks 2 und Zs 3 ""6"" für Einfahrt Gl. 5 zeigen (https://youtu.be/Lx1HH7EVufs?t=449)",POINT (13.3621727 52.5327891)
node,256789744,DB Netz AG,signal,,forward,bridge,,Unknown,Unknown,POINT (13.3594294 52.5355996)
node,256789746,DB Netz AG,signal,,backward,bridge,,Unknown,Unknown,POINT (13.3594871 52.5356138)
node,256789766,DB InfraGO AG,signal,,backward,bridge,,Unknown,Unknown,POINT (13.3598007 52.5388487)
node,258485798,DB InfraGO AG,signal,DE-ESO:ks,forward,bridge,88,Unknown,Unknown,POINT (13.397477 52.5221655)
node,260945344,,signal,DE-ESO:ks,backward,left,,Unknown,Unknown,POINT (13.5844919 52.4051427)
node,260945788,,signal,,forward,right,,Unknown,Unknown,POINT (13.5771073 52.4098865)
node,260946596,,signal,,both,left,,Unknown,Unknown,POINT (13.6070385 52.3838931)
node,261019808,DB Netz AG,signal,,forward,right,,Unknown,Unknown,POINT (13.5237621 52.4469464)
node,261020674,DB Netz AG,signal,,forward,left,563,Unknown,Hl-Blocksignal mit kleinem Signalschirm,POINT (13.5247193 52.446211)
node,261078291,,signal,,both,in_track,,Unknown,Unknown,POINT (13.5846653 52.4059078)
node,261078302,,signal,,both,in_track,,Unknown,Unknown,POINT (13.5845962 52.4058691)
node,261078346,,signal,,both,in_track,,Unknown,Unknown,POINT (13.5845254 52.4058278)
node,261078396,,signal,,both,in_track,,Unknown,Unknown,POINT (13.5844579 52.4057893)
node,261078465,,signal,,both,in_track,,Unknown,Unknown,POINT (13.5847392 52.40595)
node,261078647,,signal,,both,in_track,,Unknown,Unknown,POINT (13.5848529 52.4060152)
node,261750060,DB Netz AG,signal,DE-ESO:ks,forward,left,6086,Unknown,Unknown,POINT (13.4610785 52.4928348)
node,261750861,DB Netz AG,signal,DE-ESO:ks,backward,right,1625,Unknown,"Es kann nur entweder das Zs3v ""7"" oder das Zs 6 leuchten, da im selben Zusatzanzeiger verbaut",POINT (13.4612979 52.4932523)
node,261750919,DB Netz AG,signal,DE-ESO:ks,forward,right,1623,Unknown,Unknown,POINT (13.4612375 52.4932651)
node,261751005,DB InfraGO AG,signal,,forward,right,,Unknown,Unknown,POINT (13.4588498 52.4894442)
node,261751009,DB Netz AG,signal,DE-ESO:ks,forward,right,1631,Unknown,Unknown,POINT (13.4595166 52.4876924)
node,261751032,DB Netz AG,signal,DE-ESO:ks,backward,right,1632,Unknown,Unknown,POINT (13.4610849 52.4866018)
node,261751034,DB Netz AG,signal,,backward,right,,Unknown,Unknown,POINT (13.462257 52.4858962)
node,261853490,DB InfraGO AG,signal,,forward,right,,Unknown,Unknown,POINT (13.4757651 52.4707063)
node,261854788,DB InfraGO AG,signal,DE-ESO:hl,forward,right,680,Unknown,Unknown,POINT (13.4816113 52.4714261)
node,261856377,DB InfraGO AG,signal,,backward,right,,Unknown,Unknown,POINT (13.4851725 52.4704215)
node,261865473,DB Netz AG,signal,DE-ESO:ks,forward,right,6083,Unknown,Unknown,POINT (13.461103 52.4933145)
node,261866764,DB Netz AG,signal,DE-ESO:ks,backward,left,6085,"Zeigt Ks 1/2 mit Zs 2 ""S"" und sonst dunklen Zs Anzeigern für Fahrt ins Gegengleis Richtung Neukölln","Es kann nur entweder das Zs3v ""7"" oder das Zs 6 leuchten, da im selben Zusatzanzeiger verbaut",POINT (13.4613991 52.4931629)
node,263125699,DB InfraGO AG,signal,,forward,right,,Unknown,Unknown,POINT (13.3404135 52.4781641)
node,263125704,DB InfraGO AG,signal,DE-ESO:ks,forward,right,821,Unknown,Unknown,POINT (13.3351119 52.4779256)
node,263125719,DB InfraGO AG,signal,DE-ESO:ks,forward,right,813,Unknown,Unknown,POINT (13.347228 52.478236)
node,263125722,DB InfraGO AG,signal,,forward,right,,Unknown,Unknown,POINT (13.3466344 52.4781496)
node,263130687,DB InfraGO AG,signal,DE-ESO:ks,forward,right,835,Unknown,Unknown,POINT (13.3183863 52.4777873)
node,263130695,DB InfraGO AG,signal,,backward,left,,Unknown,Unknown,POINT (13.3133149 52.4792322)
node,263130700,DB InfraGO AG,signal,,forward,right,,Unknown,Unknown,POINT (13.3111811 52.4805593)
node,263131371,DB InfraGO AG,signal,,forward,left,,Unknown,Unknown,POINT (13.3094321 52.4817027)
node,263226493,,signal,,backward,right,,Unknown,Unknown,POINT (13.7340198 52.4335327)
node,263568093,DB InfraGO AG,signal,DE-ESO:ks,forward,right,714,Unknown,Unknown,POINT (13.4478745 52.4700793)
node,266326480,DB Netz AG,signal,DE-ESO:ks,forward,left,365,Ks-Mehrabschnittssignal in südwestlicher Richtung,Unknown,POINT (13.3308218 52.5060646)
node,266351208,DB Netz AG,signal,DE-ESO:ks,forward,bridge,12S61,Ks-Mehrabschnittssignal in östlicher Richtung,Unknown,POINT (13.3284048 52.5047707)
node,266353349,DB InfraGO AG,signal,,forward,right,,Unknown,Unknown,POINT (13.3170931 52.5052821)
node,267982100,,signal,DE-ESO:ks,forward,bridge,351,Unknown,Unknown,POINT (13.3359025 52.5132538)
node,267982104,DB Netz AG,signal,DE-ESO:ks,backward,left,344,Unknown,Unknown,POINT (13.3366976 52.5149976)
node,269040735,DB InfraGO AG,signal,DE-ESO:ks,forward,bridge,339,Unknown,Unknown,POINT (13.3426269 52.5197285)
node,273528803,DB Netz AG,signal,,backward,bridge,,Unknown,Unknown,POINT (13.2685104 52.494149)
node,273886371,,signal,,forward,right,,Unknown,Unknown,POINT (13.2622261 52.48868)
node,273886452,DB Netz AG,signal,,backward,right,3029,"Ks-Hauptsignal, mit variablem Geschwindigkeitsanzeiger (Zs3), in südwestlicher Richtung",Unknown,POINT (13.2602281 52.487819)
node,274115712,DB Netz AG,signal,,forward,right,,Unknown,Unknown,POINT (13.249945 52.4778397)
node,274803496,DB InfraGO AG,signal,,forward,right,,"Geschwindigkeitssignal (Lf 7 ""9"") in östlicher Richtung",Unknown,POINT (13.3525509 52.5368487)
node,276520235,DB Netz AG,signal,DE-ESO:ks,backward,right,416,Unknown,"Zeigt Ks 1 mit Zs 3 ""6"" für Fahrstraße Richtung Savignyplatz ins Regelgleis, Hochsignalisierung: Ks 2+Zs 3 ""5"" -> Ks 1+Zs 3 ""6""+Zs 3v ""4"" -> Ks 1+Zs 3 ""6""+Zs 3v ""6"" -> Ks 1+Zs 3 ""6""; Das Zs 3 kann evtl auch dunkel geschaltet sein",POINT (13.3057623 52.505301)
node,276689594,DB Netz AG,signal,,backward,left,,Ks-Vorsignal in östlicher Richtung,Unknown,POINT (13.3654693 52.5239018)
node,276689615,DB InfraGO AG,signal,DE-ESO:ks,forward,left,317,Unknown,Unknown,POINT (13.3709259 52.5253415)
node,276689681,DB Netz AG,signal,DE-ESO:ks,forward,right,305,KS-Mehrabschnittssignal in nordwestlicher Richtung,Unknown,POINT (13.3825133 52.5214322)
node,280828007,DB InfraGO AG,signal,,backward,left,,Unknown,Unknown,POINT (13.3496612 52.5369859)
node,281661083,DB InfraGO AG,signal,DE-ESO:ks,forward,left,809,Ks-Mehrabschnittssignal in südwestlicher Richtung,Unknown,POINT (13.3506097 52.4791368)
node,281661113,DB InfraGO AG,signal,DE-ESO:ks,forward,right,795,Unknown,Unknown,POINT (13.3586479 52.4796815)
node,281661122,DB InfraGO AG,signal,DE-ESO:ks,forward,right,793,Unknown,Unknown,POINT (13.3629161 52.4782588)
node,283049060,DB Netz AG,signal,DE-ESO:ks,forward,right,95,Unknown,Unknown,POINT (13.390038 52.5201281)
node,283049077,DB Netz AG,signal,,forward,bridge,,Ks-Vorsignalwiederholer in Richtung Osten,Unknown,POINT (13.3860077 52.5203923)
node,283049079,DB Netz AG,signal,DE-ESO:ks,backward,left,19 P754,Ks-Mehrabschnittssignal in östlicher Richtung,Unknown,POINT (13.387799 52.5201754)
node,283049084,DB Netz AG,signal,,backward,bridge,,Ks-Vorsignalwiederholer in Richtung Osten,Unknown,POINT (13.386039 52.5204264)
node,283049086,DB Netz AG,signal,DE-ESO:ks,backward,left,19 P 753,Ks-Mehrabschnittssignal in östlicher Richtung,Unknown,POINT (13.3877661 52.5200858)
node,283049089,,signal,,backward,bridge,,Unknown,Unknown,POINT (13.3880684 52.520029)
node,283449629,DB Netz AG,signal,,backward,bridge,,"Ks-Vorsignal, mit variablem Geschwindigkeitsvoranzeiger (Zs3v), in südöstlicher Richtung",Unknown,POINT (13.3597713 52.4792803)
node,283449630,DB Netz AG,signal,,forward,bridge,,"Ks-Vorsignal, mit variablem Geschwindigkeitsvoranzeiger (Zs3v), in südöstlicher Richtung",Unknown,POINT (13.3597474 52.479244)
node,283449945,DB InfraGO AG,signal,DE-ESO:ks,forward,right,71 2528,Unknown,Unknown,POINT (13.3547684 52.4814956)
node,283637849,DB Netz AG,signal,DE-ESO:ks,backward,left,866,Unknown,Unknown,POINT (13.2877783 52.4996709)
node,283749629,DB InfraGO AG,signal,DE-ESO:ks,forward,right,72 2630,Unknown,Unknown,POINT (13.2593416 52.4311962)
node,283756061,DB InfraGO AG,signal,,forward,right,,Unknown,Unknown,POINT (13.2589848 52.431237)
node,285864881,,signal,,forward,right,,Unknown,Unknown,POINT (13.3682106 52.5249302)
node,285864890,DB Netz AG,signal,,backward,left,,Ks-Vorsignal in östlicher Richtung,Unknown,POINT (13.3653872 52.5239776)
node,285864923,DB Netz AG,signal,,forward,right,,Ks-Vorsignal in östlicher Richtung,Unknown,POINT (13.3655029 52.5238654)
node,285864932,DB Netz AG,signal,,backward,left,,360-Meter-Haltetafel in südwestlicher Richtung,Unknown,POINT (13.3664907 52.5242633)
node,285865970,DB InfraGO AG,signal,DE-ESO:ks,forward,right,315,Ks-Mehrabschnittssignal in westlicher Richtung,Unknown,POINT (13.3724416 52.5252759)
node,286753234,DB Netz AG,signal,DE-ESO:ks,forward,left,3048,Unknown,Unknown,POINT (13.1935994 52.4331675)
node,286753242,DB Netz AG,signal,DE-ESO:ks,backward,left,3049,Unknown,Unknown,POINT (13.1931154 52.4314631)
node,286753244,DB Netz AG,signal,DE-ESO:ks,backward,left,3046,Unknown,Unknown,POINT (13.1934302 52.4331946)
node,286761804,DB Netz AG,signal,,forward,right,,Unknown,Unknown,POINT (13.1918301 52.4299153)
node,287596183,,signal,,backward,left,,Unknown,Unknown,POINT (13.2986678 52.50369)
node,288664527,DB InfraGO AG,signal,DE-ESO:ks,backward,left,1009,Unknown,Unknown,POINT (13.5362004 52.5277538)
node,290170263,,signal,,forward,right,,Ks-Vorsignal in südlicher Richtung,"steht etwa 100 Meter (ca. 8 s Fahrzeit) tief im Tunnel, wenig südlich der optionalen Ausfädelung der Potsdamer Stammbahn; die beiden Ks-Vorsignale stehen längs leicht versetzt zueinander",POINT (13.372386 52.4997397)
node,290170288,,signal,,forward,right,53 B,"Ks-Hauptsignal, mit variablem Geschwindigkeitsanzeiger (Zs3), als Einfahrsignal in südlicher Richtung","Zeigt Zs3 ""8"" für Einfahrt ins Gleis 4; Zs3 dunkel für Einfahrt ins Gleis 5 (unter Ks1)",POINT (13.3724465 52.4894756)
node,290175308,,signal,,forward,right,,Unknown,Unknown,POINT (13.3723877 52.4946099)
node,290175310,,signal,DE-ESO:ks,backward,left,259,Unknown,Unknown,POINT (13.3723253 52.4939811)
node,291842180,DB InfraGO AG,signal,DE-ESO:ks,forward,right,923,Unknown,Unknown,POINT (13.2980282 52.5301679)
node,297103118,DB Netz AG,signal,,forward,right,,Unknown,Unknown,POINT (13.5603185 52.4482308)
node,300962317,DB InfraGO AG,signal,,forward,right,,Unknown,Unknown,POINT (13.1833087 52.4231036)
node,304276117,DB InfraGO AG,signal,DE-ESO:ks,backward,left,974,Unknown,Unknown,POINT (13.3665669 52.5425315)
node,305775715,DB InfraGO AG,signal,DE-ESO:ks,forward,right,72 2666,Unknown,Unknown,POINT (13.2270531 52.4393276)
node,305775726,,signal,DE-ESO:ks,forward,bridge,72 2668,Unknown,Unknown,POINT (13.2223641 52.4407748)
node,305799579,DB InfraGO AG,signal,DE-ESO:ks,forward,right,71 2571,Unknown,Unknown,POINT (13.3164883 52.4514983)
node,305799588,DB InfraGO AG,signal,DE-ESO:ks,backward,left,71 2569,Unknown,Unknown,POINT (13.3165327 52.4514671)
node,309656622,DB InfraGO AG,signal,,forward,right,,Unknown,Unknown,POINT (13.4571463 52.4771742)
node,309743357,DB Netz AG,signal,DE-ESO:ks,forward,bridge,1619,Unknown,Unknown,POINT (13.4639872 52.4958255)
node,310134209,DB Netz AG,signal,,forward,right,,Unknown,Unknown,POINT (13.5068969 52.4906781)
node,310134213,DB Netz AG,signal,,backward,right,,Unknown,Unknown,POINT (13.5068695 52.4906514)
node,310198443,DB Netz AG,signal,,backward,left,,Unknown,Unknown,POINT (13.4759209 52.5109579)
node,310198447,DB Netz AG,signal,DE-ESO:ks,forward,bridge,61 ZR3,Unknown,Unknown,POINT (13.4752727 52.5097364)
node,310518432,DB Netz AG,signal,DE-ESO:hl,forward,right,E,Unknown,Unknown,POINT (13.4841909 52.5055852)
node,310519926,DB InfraGO AG,signal,,backward,left,,Unknown,Unknown,POINT (13.4921495 52.4949422)
node,310520895,DB Netz AG,signal,,backward,left,,Unknown,Unknown,POINT (13.4866881 52.4975975)
node,315967848,,signal,,both,in_track,,Unknown,Unknown,POINT (13.3481841 52.5370075)
node,315967879,,signal,,forward,in_track,,Unknown,Unknown,POINT (13.3502118 52.5372379)
node,316775460,DB InfraGO AG,signal,,forward,right,,Unknown,Unknown,POINT (13.3911065 52.4693071)
node,316776083,DB InfraGO AG,signal,,backward,right,,Unknown,Unknown,POINT (13.3910628 52.4692805)
node,316776935,DB InfraGO AG,signal,DE-ESO:ks,forward,right,751,Unknown,Unknown,POINT (13.4056237 52.4649227)
node,316776938,DB InfraGO AG,signal,DE-ESO:ks,backward,left,65 A,Unknown,Unknown,POINT (13.3987351 52.4661511)
node,316777144,DB InfraGO AG,signal,DE-ESO:ks,forward,right,747,Unknown,Unknown,POINT (13.4192938 52.4659867)
node,316777715,DB InfraGO AG,signal,DE-ESO:ks,backward,left,730,Unknown,Unknown,POINT (13.4322967 52.4678424)
node,316777724,DB InfraGO AG,signal,,forward,right,,Unknown,Unknown,POINT (13.4371691 52.4685157)
node,316779026,DB InfraGO AG,signal,DE-ESO:ks,forward,right,689,Unknown,Unknown,POINT (13.4507915 52.4706212)
node,316779770,DB InfraGO AG,signal,DE-ESO:ks,backward,left,713,Unknown,Unknown,POINT (13.4532267 52.4711102)
node,316784608,DB InfraGO AG,signal,DE-ESO:ks,forward,right,511,Unknown,Unknown,POINT (13.4049744 52.5495817)
node,316784610,DB InfraGO AG,signal,,forward,right,,Unknown,Unknown,POINT (13.4077888 52.549716)
node,316785010,DB InfraGO AG,signal,DE-ESO:ks,forward,right,517,Unknown,Unknown,POINT (13.4125857 52.5495157)
node,316785083,DB InfraGO AG,signal,DE-ESO:ks,forward,right,525,Unknown,Unknown,POINT (13.4195021 52.5479387)
node,316785086,,signal,DE-ESO:ks,forward,bridge,531,Unknown,Unknown,POINT (13.4231129 52.5462075)
node,316785826,DB InfraGO AG,signal,DE-ESO:ks,forward,right,6009,Unknown,Unknown,POINT (13.4363689 52.5412911)
node,316785972,DB InfraGO AG,signal,DE-ESO:ks,forward,right,6015,Unknown,Unknown,POINT (13.4437811 52.5381952)
node,316785974,DB InfraGO AG,signal,,forward,right,,Unknown,Unknown,POINT (13.446634 52.5370847)
node,316786331,DB InfraGO AG,signal,,forward,right,,Unknown,Unknown,POINT (13.4541039 52.5302548)
node,316786332,DB InfraGO AG,signal,,backward,left,,Unknown,Unknown,POINT (13.4566286 52.5275787)
node,316786333,DB InfraGO AG,signal,DE-ESO:ks,forward,right,6034,Unknown,Unknown,POINT (13.457648 52.5267063)
node,316786336,DB InfraGO AG,signal,DE-ESO:ks,forward,right,6035,Unknown,Unknown,POINT (13.4594968 52.5254538)
node,316786339,DB InfraGO AG,signal,DE-ESO:ks,forward,right,6041,Unknown,Unknown,POINT (13.4663367 52.5233705)
node,316786612,DB InfraGO AG,signal,DE-ESO:ks,backward,left,6038,Unknown,Unknown,POINT (13.4608611 52.5249571)
node,316786614,DB InfraGO AG,signal,DE-ESO:ks,forward,right,6036,Unknown,Unknown,POINT (13.4603059 52.525197)
node,316787133,,signal,,,,8043,Unknown,Unknown,POINT (13.4693369 52.5222894)
node,317300567,,signal,DE-ESO:ks,forward,bridge,87,Unknown,schwarz weiß Mastschild,POINT (13.3974875 52.5222022)
node,317300582,,signal,,backward,left,,Unknown,Unknown,POINT (13.4013522 52.5224435)
node,317300609,DB Netz AG,signal,DE-ESO:ks,forward,bridge,19A,Ks-Mehrabschnittssignal als Einfahrsignal in westlicher Richtung,Unknown,POINT (13.398747 52.5223039)
node,317301763,DB Netz AG,signal,,backward,bridge,,Ks-Vorsignal in westlicher Richtung,Unknown,POINT (13.4066023 52.523283)
node,317301776,DB InfraGO AG,signal,DE-ESO:ks,forward,left,76,Unknown,Unknown,POINT (13.4030594 52.5227894)
node,317310457,DB Netz AG,signal,,backward,left,,Unknown,Unknown,POINT (13.4310039 52.5112904)
node,317310471,DB Netz AG,signal,,backward,left,,Ks-Vorsignalwiederholer in nordwestlicher Richtung,Unknown,POINT (13.4332111 52.5109877)
node,317319662,DB Netz AG,signal,DE-ESO:ks,backward,right,3,Ks-Mehrabschnittssignal bestehend aus 4 Zusatzanzeigern in nordwestlicher Richtung,Unknown,POINT (13.4340391 52.5111934)
node,318342349,DB Netz AG,signal,DE-ESO:hl,forward,right,L22,Unknown,Unknown,POINT (13.4939885 52.509038)
node,318677889,DB InfraGO AG,signal,,forward,right,,Unknown,Unknown,POINT (13.1716499 52.4173736)
node,319241573,,signal,DE-ESO:ks,forward,right,14 79,Unknown,Unknown,POINT (13.5611283 52.4654884)
node,319242562,DB InfraGO AG,signal,,forward,right,,Unknown,Unknown,POINT (13.5948166 52.4585318)
node,319245163,,signal,,backward,left,,Unknown,Unknown,POINT (13.6886432 52.4517307)
node,319245187,,signal,,backward,left,,Unknown,Unknown,POINT (13.6917748 52.4514478)
node,319245190,,signal,,forward,left,,Unknown,Unknown,POINT (13.6917425 52.4513664)
node,319245242,,signal,DE-ESO:ks,backward,left,1537,Unknown,Unknown,POINT (13.723177 52.4378219)
node,319245252,,signal,,forward,bridge,,Unknown,Unknown,POINT (13.7279 52.4350308)
node,319247625,,signal,,backward,bridge,,Unknown,Unknown,POINT (13.7279322 52.4350612)
node,319979060,DB InfraGO AG,signal,,forward,bridge,,Unknown,Unknown,POINT (13.4742781 52.4704481)
node,319979095,DB InfraGO AG,signal,,backward,bridge,681,Unknown,Hat noch ein Zs 1 oder Zs 7 (im Zusatzanzeiger) oder beides,POINT (13.4742546 52.4705041)
node,319979147,,signal,DE-ESO:ks,forward,right,683,Unknown,Hat noch ein Zs 1 oder Zs 7 (im Zusatzanzeiger) oder beides,POINT (13.4742361 52.4705378)
node,320253244,DB Netz AG,signal,DE-ESO:ks,backward,right,49 AA,Ks-Mehrabschnittseinfahrsignal mit einem Zusatzanzeigern in Richtung Stettin,Unknown,POINT (13.4617149 52.6082003)
node,320327046,DB Netz AG,signal,DE-ESO:ks,forward,right,49 C,Zs-Mehrabschnittssignal ohne Zusatzanzeiger in Richtung Stettin,Unknown,POINT (13.4609628 52.6090248)
node,320351891,,signal,,backward,right,,Unknown,Unknown,POINT (13.4300036 52.5786717)
node,320357497,DB InfraGO AG,signal,,backward,bridge,,Unknown,Unknown,POINT (13.3994045 52.5598607)
node,320357501,DB InfraGO AG,signal,,forward,right,,Unknown,Unknown,POINT (13.3985937 52.559163)
node,320457289,,signal,DE-ESO:ks,forward,right,30,Unknown,Mastschild schwarz-weiß,POINT (13.4185753 52.5144941)
node,320929371,DB InfraGO AG,signal,DE-ESO:ks,forward,right,1164,Unknown,Unknown,POINT (13.4881761 52.5051933)
node,320929422,DB Netz AG,signal,DE-ESO:ks,backward,left,1169,Unknown,Unknown,POINT (13.49242 52.507421)
node,320930289,DB Netz AG,signal,DE-ESO:ks,forward,right,1171,Unknown,Unknown,POINT (13.4914457 52.5068446)
node,320931612,DB InfraGO AG,signal,DE-ESO:ks,backward,left,1195,Unknown,Unknown,POINT (13.5213119 52.5141485)
node,320931613,DB InfraGO AG,signal,DE-ESO:ks,forward,left,1194,Unknown,Unknown,POINT (13.5184914 52.5142089)
node,320932730,,signal,,forward,right,,Unknown,Unknown,POINT (13.5329439 52.5142681)
node,320936492,DB InfraGO AG,signal,DE-ESO:ks,forward,right,1016,Unknown,Unknown,POINT (13.5353908 52.5312401)
node,321363304,DB InfraGO AG,signal,DE-ESO:ks,forward,right,,Unknown,Unknown,POINT (13.177698 52.5354814)
node,321948496,,signal,DE-BOStrab:h,forward,right,Ho A1,Unknown,Unknown,POINT (13.3895423 52.4979028)
node,321948501,,signal,DE-BOStrab:h,forward,right,,Unknown,Unknown,POINT (13.391269 52.4977673)
node,322535983,,signal,,both,in_track,,Unknown,Unknown,POINT (13.3776165 52.497597)
node,322633834,,signal,,backward,bridge,,Unknown,Unknown,POINT (13.3786615 52.4996339)
node,322633844,DB Netz AG,signal,,backward,left,245,Unknown,Mastschild rot-weiß,POINT (13.381104 52.5027475)
node,322640226,,signal,DE-ESO:ks,forward,left,2209,Unknown,Unknown,POINT (13.3528993 52.4473453)
